cent_price_cor,cent_trans_cor
-0.19438876022624796,0.34341057792769153
-0.1806248134739251,0.3484136667799951
-0.19487301910623184,0.334270316983386
-0.20117558904043883,0.34735469297894805
-0.18802180491112952,0.3387221195267353
-0.2024543490862289,0.31295034655165965
-0.19940626161416197,0.34616025930308625
-0.17858883344870566,0.3168352658643821
-0.18465794323257642,0.3513930532733391
-0.22210375771734583,0.34565259235188894
-0.19897073444629793,0.33663185188641653
-0.19335489197210126,0.3313888526302101
-0.2115662211135585,0.34972600527025655
-0.1901701441656026,0.3340565077066522
-0.17928921684051624,0.30346295543848884
-0.1889027743325944,0.3160444292885467
-0.1908521141663023,0.3207021904191868
-0.18312571163708452,0.31656362663024395
-0.2115016733811621,0.3456386866368034
-0.17528987358173637,0.3356420160619787
-0.17871009477024943,0.3179253126733336
-0.18694806459926122,0.34321920556397095
-0.19605862546520764,0.3373942543644067
-0.1916397040938728,0.34078989750528776
-0.17995430429979414,0.3209067384396195
-0.19525882260972605,0.34118523717884763
-0.18777626854443225,0.34408073094714087
-0.18966247423923574,0.3407018858455219
-0.17090110917196338,0.2760470415042906
-0.20456331059756971,0.31174276056137623
-0.18770594073609953,0.3056415304220442
-0.17552456126177202,0.3264879461851776
-0.2069676935498282,0.33142446920570146
-0.18807870350302253,0.33874003521618556
-0.19262708650203558,0.3425423744156987
-0.18631578137651814,0.3282160993771903
-0.18075073814875772,0.3537089928872369
-0.15718623559857023,0.2698033023328744
-0.19846177924423294,0.3530505555704362
-0.18586070273803892,0.3429681635151537
-0.19704922490827656,0.351125401895548
-0.18649918727332404,0.34818791440925756
-0.1886549270447593,0.34428044715620404
-0.18821303475036252,0.2858542591901242
-0.1912297572586032,0.3379493165876647
-0.18739251002947335,0.33780515514498394
-0.20076128703157003,0.3241986834217348
-0.21319803796204728,0.29100819017979784
-0.19094282558025663,0.33183151843283576
-0.18922147756820767,0.33117061624400534
-0.18433079945667197,0.3420979343162644
-0.1940285091809007,0.31251819050405005
-0.203229311852055,0.34308657961279404
-0.20281339665098524,0.292766062952139
-0.20227523106522566,0.3420985954006552
-0.19135337882490583,0.304159479343995
-0.20834438603985833,0.20689544108016794
-0.18752162981119733,0.34329772354798416
-0.19532295266509378,0.3346333594735056
-0.2136525917470998,0.3507923484021974
-0.19811265840719755,0.34781346694600146
-0.18562882589840285,0.3323018506602143
-0.21233279825633847,0.3399165983046911
-0.1907913084696353,0.32437296868195553
-0.19308690237341503,0.3425415812190666
-0.1999593560280933,0.33792953002858883
-0.19329023985153077,0.325858768084043
-0.18284518103993483,0.3403390407643873
-0.19119727865937802,0.3359608942255799
-0.20531670930672816,0.3253617482066379
-0.21401137008917392,0.3401796547501262
-0.20325255925400887,0.3144381144309506
-0.18189812111574394,0.35086374653668706
-0.20011826049548898,0.30804244338121933
-0.21027920938251574,0.3369492478010233
-0.19018232339134794,0.35214801339706264
-0.18800150557276926,0.346707689275494
-0.18212836558096038,0.3279923949191483
-0.19015183939139796,0.30869735891904243
-0.17001575027665122,0.3531480952760679
-0.1844932264400973,0.30955888133278875
-0.19719283720278658,0.3370044653254872
